FIPS,State,Area_Name,POP_ESTIMATE_2018
28153,MS,Wayne County,"20,298"
28155,MS,Webster County,"9,788"
28157,MS,Wilkinson County,"8,792"
28159,MS,Winston County,"18,165"
28161,MS,Yalobusha County,"12,392"
28163,MS,Yazoo County,"28,248"
29000,MO,Missouri,"6,126,452"
29001,MO,Adair County,"25,339"
29003,MO,Andrew County,"17,607"
29005,MO,Atchison County,"5,171"
29007,MO,Audrain County,"25,473"
29009,MO,Barry County,"35,886"
29011,MO,Barton County,"11,798"
29013,MO,Bates County,"16,320"
29015,MO,Benton County,"19,278"
29017,MO,Bollinger County,"12,169"
29019,MO,Boone County,"180,005"
29021,MO,Buchanan County,"88,571"
29023,MO,Butler County,"42,639"
29025,MO,Caldwell County,"9,108"
29027,MO,Callaway County,"44,889"
29029,MO,Camden County,"45,815"
29031,MO,Cape Girardeau County,"78,753"
29033,MO,Carroll County,"8,743"
29035,MO,Carter County,"6,054"
29037,MO,Cass County,"104,954"
29039,MO,Cedar County,"14,165"
29041,MO,Chariton County,"7,451"
29043,MO,Christian County,"86,983"
29045,MO,Clark County,"6,842"
29047,MO,Clay County,"246,365"
29049,MO,Clinton County,"20,470"
29051,MO,Cole County,"76,796"
29053,MO,Cooper County,"17,603"
29055,MO,Crawford County,"23,957"
29057,MO,Dade County,"7,569"
29059,MO,Dallas County,"16,762"
29061,MO,Daviess County,"8,313"
29063,MO,DeKalb County,"12,630"
29065,MO,Dent County,"15,441"
29067,MO,Douglas County,"13,373"
29069,MO,Dunklin County,"29,423"
29071,MO,Franklin County,"103,670"
29073,MO,Gasconade County,"14,705"
29075,MO,Gentry County,"6,628"
29077,MO,Greene County,"291,923"
29079,MO,Grundy County,"9,914"
29081,MO,Harrison County,"8,414"
29083,MO,Henry County,"21,792"
29085,MO,Hickory County,"9,509"
29087,MO,Holt County,"4,404"
29089,MO,Howard County,"10,137"
29091,MO,Howell County,"40,076"
29093,MO,Iron County,"10,177"
29095,MO,Jackson County,"700,307"
29097,MO,Jasper County,"120,636"
29099,MO,Jefferson County,"224,347"
29101,MO,Johnson County,"53,652"
29103,MO,Knox County,"3,947"
29105,MO,Laclede County,"35,713"
29107,MO,Lafayette County,"32,598"
29109,MO,Lawrence County,"38,359"
29111,MO,Lewis County,"9,855"
29113,MO,Lincoln County,"57,686"
29115,MO,Linn County,"12,037"
29117,MO,Livingston County,"15,146"
29119,MO,McDonald County,"23,078"
29121,MO,Macon County,"15,153"
29123,MO,Madison County,"12,188"
29125,MO,Maries County,"8,769"
29127,MO,Marion County,"28,592"
29129,MO,Mercer County,"3,641"
29131,MO,Miller County,"25,336"
29133,MO,Mississippi County,"13,336"
29135,MO,Moniteau County,"16,121"
29137,MO,Monroe County,"8,664"
29139,MO,Montgomery County,"11,534"
29141,MO,Morgan County,"20,358"
29143,MO,New Madrid County,"17,296"
29145,MO,Newton County,"58,266"
29147,MO,Nodaway County,"22,304"
29149,MO,Oregon County,"10,541"
29151,MO,Osage County,"13,714"
29153,MO,Ozark County,"9,017"
29155,MO,Pemiscot County,"16,272"
29157,MO,Perry County,"19,150"
29159,MO,Pettis County,"42,542"
29161,MO,Phelps County,"44,732"
29163,MO,Pike County,"18,504"
29165,MO,Platte County,"102,985"
29167,MO,Polk County,"32,201"
29169,MO,Pulaski County,"52,014"
29171,MO,Putnam County,"4,757"
29173,MO,Ralls County,"10,212"
29175,MO,Randolph County,"24,763"
29177,MO,Ray County,"22,883"
29179,MO,Reynolds County,"6,254"
29181,MO,Ripley County,"13,401"
29183,MO,St. Charles County,"399,182"
29185,MO,St. Clair County,"9,395"
29186,MO,Ste. Genevieve County,"17,888"
29187,MO,St. Francois County,"66,692"
29189,MO,St. Louis County,"996,945"
29195,MO,Saline County,"22,895"
29197,MO,Schuyler County,"4,599"
29199,MO,Scotland County,"4,966"
29201,MO,Scott County,"38,458"
29203,MO,Shannon County,"8,189"
29205,MO,Shelby County,"6,050"
29207,MO,Stoddard County,"29,206"
29209,MO,Stone County,"31,749"
29211,MO,Sullivan County,"6,221"
29213,MO,Taney County,"55,852"
29215,MO,Texas County,"25,571"
29217,MO,Vernon County,"20,528"
29219,MO,Warren County,"34,711"
29221,MO,Washington County,"24,943"
29223,MO,Wayne County,"13,122"
29225,MO,Webster County,"39,109"
29227,MO,Worth County,"2,040"
29229,MO,Wright County,"18,378"
29510,MO,St. Louis city,"302,838"
30000,MT,Montana,"1,062,305"
30001,MT,Beaverhead County,"9,404"
30003,MT,Big Horn County,"13,338"
30005,MT,Blaine County,"6,807"
30007,MT,Broadwater County,"6,085"
30009,MT,Carbon County,"10,714"
30011,MT,Carter County,"1,238"
30013,MT,Cascade County,"81,643"
30015,MT,Chouteau County,"5,745"
30017,MT,Custer County,"11,586"
30019,MT,Daniels County,"1,747"
30021,MT,Dawson County,"8,680"
30023,MT,Deer Lodge County,"9,131"
30025,MT,Fallon County,"2,920"
30027,MT,Fergus County,"11,113"
30029,MT,Flathead County,"102,106"
30031,MT,Gallatin County,"111,876"
30033,MT,Garfield County,"1,268"
30035,MT,Glacier County,"13,747"
30037,MT,Golden Valley County,826
30039,MT,Granite County,"3,378"
30041,MT,Hill County,"16,347"
30043,MT,Jefferson County,"12,097"
30045,MT,Judith Basin County,"1,952"
30047,MT,Lake County,"30,250"
30049,MT,Lewis and Clark County,"68,700"
30051,MT,Liberty County,"2,430"
30053,MT,Lincoln County,"19,794"
30055,MT,McCone County,"1,675"
30057,MT,Madison County,"8,768"
30059,MT,Meagher County,"1,866"
30061,MT,Mineral County,"4,316"
30063,MT,Missoula County,"118,791"
30065,MT,Musselshell County,"4,651"
30067,MT,Park County,"16,736"
30069,MT,Petroleum County,513
30071,MT,Phillips County,"4,074"
30073,MT,Pondera County,"5,972"
30075,MT,Powder River County,"1,716"
30077,MT,Powell County,"6,968"
30079,MT,Prairie County,"1,087"
30081,MT,Ravalli County,"43,172"
30083,MT,Richland County,"10,913"
30085,MT,Roosevelt County,"11,059"
30087,MT,Rosebud County,"9,063"
30089,MT,Sanders County,"11,844"
30091,MT,Sheridan County,"3,424"
30093,MT,Silver Bow County,"34,993"
30095,MT,Stillwater County,"9,534"
30097,MT,Sweet Grass County,"3,710"
30099,MT,Teton County,"6,162"
30101,MT,Toole County,"4,853"
30103,MT,Treasure County,679
30105,MT,Valley County,"7,437"
30107,MT,Wheatland County,"2,236"
30109,MT,Wibaux County,"1,034"
30111,MT,Yellowstone County,"160,137"
31000,NE,Nebraska,"1,929,268"
31001,NE,Adams County,"31,511"
31003,NE,Antelope County,"6,336"
31005,NE,Arthur County,465
31007,NE,Banner County,730
31009,NE,Blaine County,476
31011,NE,Boone County,"5,239"
31013,NE,Box Butte County,"10,772"
31015,NE,Boyd County,"1,955"
31017,NE,Brown County,"2,973"
31019,NE,Buffalo County,"49,615"
31021,NE,Burt County,"6,488"
31023,NE,Butler County,"8,058"
31025,NE,Cass County,"26,159"
31027,NE,Cedar County,"8,446"
31029,NE,Chase County,"3,977"
31031,NE,Cherry County,"5,761"
31033,NE,Cheyenne County,"9,310"
31035,NE,Clay County,"6,214"
31037,NE,Colfax County,"10,881"
31039,NE,Cuming County,"8,940"
31041,NE,Custer County,"10,840"
31043,NE,Dakota County,"20,083"
31045,NE,Dawes County,"8,716"
31047,NE,Dawson County,"23,709"
31049,NE,Deuel County,"1,825"
31051,NE,Dixon County,"5,709"
31053,NE,Dodge County,"36,791"
31055,NE,Douglas County,"566,880"
31057,NE,Dundy County,"1,770"
31059,NE,Fillmore County,"5,527"
31061,NE,Franklin County,"3,023"
31063,NE,Frontier County,"2,608"
31065,NE,Furnas County,"4,715"
31067,NE,Gage County,"21,493"
31069,NE,Garden County,"1,897"
31071,NE,Garfield County,"1,987"
31073,NE,Gosper County,"1,996"
31075,NE,Grant County,660
31077,NE,Greeley County,"2,356"
31079,NE,Hall County,"61,607"
31081,NE,Hamilton County,"9,280"
31083,NE,Harlan County,"3,401"
31085,NE,Hayes County,916
31087,NE,Hitchcock County,"2,806"
31089,NE,Holt County,"10,178"
31091,NE,Hooker County,682
31093,NE,Howard County,"6,468"
31095,NE,Jefferson County,"7,097"
31097,NE,Johnson County,"5,134"
31099,NE,Kearney County,"6,544"
31101,NE,Keith County,"8,021"
31103,NE,Keya Paha County,810
31105,NE,Kimball County,"3,618"
31107,NE,Knox County,"8,419"
31109,NE,Lancaster County,"317,272"
31111,NE,Lincoln County,"35,185"
31113,NE,Logan County,749
31115,NE,Loup County,618
31117,NE,McPherson County,492
31119,NE,Madison County,"35,392"
31121,NE,Merrick County,"7,733"
31123,NE,Morrill County,"4,686"
31125,NE,Nance County,"3,532"
31127,NE,Nemaha County,"6,958"
31129,NE,Nuckolls County,"4,195"
31131,NE,Otoe County,"15,985"
31133,NE,Pawnee County,"2,632"
31135,NE,Perkins County,"2,929"
31137,NE,Phelps County,"8,996"
31139,NE,Pierce County,"7,142"
31141,NE,Platte County,"33,363"
31143,NE,Polk County,"5,278"
31145,NE,Red Willow County,"10,726"
31147,NE,Richardson County,"7,937"
31149,NE,Rock County,"1,360"
31151,NE,Saline County,"14,350"
31153,NE,Sarpy County,"184,459"
31155,NE,Saunders County,"21,303"
31157,NE,Scotts Bluff County,"35,989"
31159,NE,Seward County,"17,318"
31161,NE,Sheridan County,"5,190"
31163,NE,Sherman County,"3,038"
31165,NE,Sioux County,"1,187"
31167,NE,Stanton County,"5,970"
31169,NE,Thayer County,"5,039"
31171,NE,Thomas County,720
31173,NE,Thurston County,"7,303"
31175,NE,Valley County,"4,190"
31177,NE,Washington County,"20,667"
31179,NE,Wayne County,"9,403"
31181,NE,Webster County,"3,533"
31183,NE,Wheeler County,805
31185,NE,York County,"13,772"
32000,NV,Nevada,"3,034,392"
32001,NV,Churchill County,"24,440"
32003,NV,Clark County,"2,231,647"
32005,NV,Douglas County,"48,467"
32007,NV,Elko County,"52,460"
32009,NV,Esmeralda County,826
32011,NV,Eureka County,"2,003"
32013,NV,Humboldt County,"16,786"
32015,NV,Lander County,"5,575"
32017,NV,Lincoln County,"5,201"
32019,NV,Lyon County,"55,808"
32021,NV,Mineral County,"4,514"
32023,NV,Nye County,"45,346"
32027,NV,Pershing County,"6,666"
32029,NV,Storey County,"4,029"
32031,NV,Washoe County,"465,735"
32033,NV,White Pine County,"9,475"
32510,NV,Carson City,"55,414"
33000,NH,New Hampshire,"1,356,458"
33001,NH,Belknap County,"61,022"
33003,NH,Carroll County,"48,779"
33005,NH,Cheshire County,"76,493"
33007,NH,Coos County,"31,589"
33009,NH,Grafton County,"89,786"
33011,NH,Hillsborough County,"415,247"
33013,NH,Merrimack County,"151,132"
33015,NH,Rockingham County,"309,176"
33017,NH,Strafford County,"130,090"
33019,NH,Sullivan County,"43,144"
34000,NJ,New Jersey,"8,908,520"
34001,NJ,Atlantic County,"265,429"
34003,NJ,Bergen County,"936,692"
34005,NJ,Burlington County,"445,384"
34007,NJ,Camden County,"507,078"
34009,NJ,Cape May County,"92,560"
34011,NJ,Cumberland County,"150,972"
34013,NJ,Essex County,"799,767"
34015,NJ,Gloucester County,"291,408"
34017,NJ,Hudson County,"676,061"
34019,NJ,Hunterdon County,"124,714"
34021,NJ,Mercer County,"369,811"
34023,NJ,Middlesex County,"829,685"
34025,NJ,Monmouth County,"621,354"
34027,NJ,Morris County,"494,228"
34029,NJ,Ocean County,"601,651"
34031,NJ,Passaic County,"503,310"
34033,NJ,Salem County,"62,607"
34035,NJ,Somerset County,"331,164"
34037,NJ,Sussex County,"140,799"
34039,NJ,Union County,"558,067"
34041,NJ,Warren County,"105,779"
35000,NM,New Mexico,"2,095,428"
35001,NM,Bernalillo County,"678,701"
35003,NM,Catron County,"3,578"
35005,NM,Chaves County,"64,689"
35006,NM,Cibola County,"26,746"
35007,NM,Colfax County,"12,110"
35009,NM,Curry County,"49,437"
35011,NM,De Baca County,"1,781"
35013,NM,Doña Ana County,"217,522"
35015,NM,Eddy County,"57,900"
35017,NM,Grant County,"27,346"
35019,NM,Guadalupe County,"4,341"
35021,NM,Harding County,655
35023,NM,Hidalgo County,"4,240"
35025,NM,Lea County,"69,611"
35027,NM,Lincoln County,"19,556"
35028,NM,Los Alamos County,"19,101"
35029,NM,Luna County,"23,963"
35031,NM,McKinley County,"72,290"
35033,NM,Mora County,"4,506"
35035,NM,Otero County,"66,781"
35037,NM,Quay County,"8,253"
35039,NM,Rio Arriba County,"39,006"
35041,NM,Roosevelt County,"18,743"
35043,NM,Sandoval County,"145,179"
35045,NM,San Juan County,"125,043"
35047,NM,San Miguel County,"27,591"
35049,NM,Santa Fe County,"150,056"
35051,NM,Sierra County,"10,968"
35053,NM,Socorro County,"16,735"
35055,NM,Taos County,"32,835"
35057,NM,Torrance County,"15,591"
35059,NM,Union County,"4,118"
35061,NM,Valencia County,"76,456"
36000,NY,New York,"19,542,209"
36001,NY,Albany County,"307,117"
36003,NY,Allegany County,"46,430"
36005,NY,Bronx County,"1,432,132"
36007,NY,Broome County,"191,659"
36009,NY,Cattaraugus County,"76,840"
36011,NY,Cayuga County,"77,145"
36013,NY,Chautauqua County,"127,939"
36015,NY,Chemung County,"84,254"
36017,NY,Chenango County,"47,536"
36019,NY,Clinton County,"80,695"
36021,NY,Columbia County,"59,916"
36023,NY,Cortland County,"47,823"
36025,NY,Delaware County,"44,527"
36027,NY,Dutchess County,"293,718"
36029,NY,Erie County,"919,719"
36031,NY,Essex County,"37,300"
36033,NY,Franklin County,"50,293"
36035,NY,Fulton County,"53,591"
36037,NY,Genesee County,"57,511"
36039,NY,Greene County,"47,491"
36041,NY,Hamilton County,"4,434"
36043,NY,Herkimer County,"61,833"
36045,NY,Jefferson County,"111,755"
36047,NY,Kings County,"2,582,830"
36049,NY,Lewis County,"26,447"
36051,NY,Livingston County,"63,227"
36053,NY,Madison County,"70,795"
36055,NY,Monroe County,"742,474"
36057,NY,Montgomery County,"49,455"
36059,NY,Nassau County,"1,358,343"
36061,NY,New York County,"1,628,701"
36063,NY,Niagara County,"210,433"
36065,NY,Oneida County,"229,577"
36067,NY,Onondaga County,"461,809"
36069,NY,Ontario County,"109,864"
36071,NY,Orange County,"381,951"
36073,NY,Orleans County,"40,612"
36075,NY,Oswego County,"117,898"
36077,NY,Otsego County,"59,749"
36079,NY,Putnam County,"98,892"
36081,NY,Queens County,"2,278,906"
36083,NY,Rensselaer County,"159,442"
36085,NY,Richmond County,"476,179"
36087,NY,Rockland County,"325,695"
36089,NY,St. Lawrence County,"108,047"
36091,NY,Saratoga County,"230,163"
36093,NY,Schenectady County,"155,350"
36095,NY,Schoharie County,"31,097"
36097,NY,Schuyler County,"17,912"
36099,NY,Seneca County,"34,300"
36101,NY,Steuben County,"95,796"
36103,NY,Suffolk County,"1,481,093"
36105,NY,Sullivan County,"75,498"
36107,NY,Tioga County,"48,560"
36109,NY,Tompkins County,"102,793"
36111,NY,Ulster County,"178,599"
36113,NY,Warren County,"64,265"
36115,NY,Washington County,"61,197"
36117,NY,Wayne County,"90,064"
36119,NY,Westchester County,"967,612"
36121,NY,Wyoming County,"40,085"
36123,NY,Yates County,"24,841"
37000,NC,North Carolina,"10,383,620"
37001,NC,Alamance County,"166,436"
37003,NC,Alexander County,"37,353"
37005,NC,Alleghany County,"11,161"
37007,NC,Anson County,"24,877"
37009,NC,Ashe County,"27,109"
37011,NC,Avery County,"17,505"
37013,NC,Beaufort County,"47,079"
37015,NC,Bertie County,"19,026"
37017,NC,Bladen County,"33,190"
37019,NC,Brunswick County,"136,744"
37021,NC,Buncombe County,"259,103"
37023,NC,Burke County,"90,382"
37025,NC,Cabarrus County,"211,342"
37027,NC,Caldwell County,"82,029"
37029,NC,Camden County,"10,710"
37031,NC,Carteret County,"69,524"
37033,NC,Caswell County,"22,698"
37035,NC,Catawba County,"158,652"
37037,NC,Chatham County,"73,139"
37039,NC,Cherokee County,"28,383"
37041,NC,Chowan County,"14,029"
37043,NC,Clay County,"11,139"
37045,NC,Cleveland County,"97,645"
37047,NC,Columbus County,"55,655"
37049,NC,Craven County,"102,912"
37051,NC,Cumberland County,"332,330"
37053,NC,Currituck County,"27,072"
37055,NC,Dare County,"36,501"
37057,NC,Davidson County,"166,614"
37059,NC,Davie County,"42,733"
37061,NC,Duplin County,"58,856"
37063,NC,Durham County,"316,739"
37065,NC,Edgecombe County,"52,005"
37067,NC,Forsyth County,"379,099"
37069,NC,Franklin County,"67,560"
37071,NC,Gaston County,"222,846"
37073,NC,Gates County,"11,573"
37075,NC,Graham County,"8,484"
37077,NC,Granville County,"60,115"
37079,NC,Greene County,"21,012"
37081,NC,Guilford County,"533,670"
37083,NC,Halifax County,"50,574"
37085,NC,Harnett County,"134,214"
37087,NC,Haywood County,"61,971"
37089,NC,Henderson County,"116,748"
37091,NC,Hertford County,"23,659"
37093,NC,Hoke County,"54,764"
37095,NC,Hyde County,"5,230"
37097,NC,Iredell County,"178,435"
37099,NC,Jackson County,"43,327"
37101,NC,Johnston County,"202,675"
37103,NC,Jones County,"9,637"
37105,NC,Lee County,"61,452"
37107,NC,Lenoir County,"55,976"
37109,NC,Lincoln County,"83,770"
37111,NC,McDowell County,"45,507"
37113,NC,Macon County,"35,285"
37115,NC,Madison County,"21,763"
37117,NC,Martin County,"22,671"
37119,NC,Mecklenburg County,"1,093,901"
37121,NC,Mitchell County,"15,000"
37123,NC,Montgomery County,"27,271"
37125,NC,Moore County,"98,682"
37127,NC,Nash County,"94,016"
37129,NC,New Hanover County,"232,274"
37131,NC,Northampton County,"19,676"
37133,NC,Onslow County,"197,683"
37135,NC,Orange County,"146,027"
37137,NC,Pamlico County,"12,670"
37139,NC,Pasquotank County,"39,639"
37141,NC,Pender County,"62,162"
37143,NC,Perquimans County,"13,422"
37145,NC,Person County,"39,507"
37147,NC,Pitt County,"179,914"
37149,NC,Polk County,"20,611"
37151,NC,Randolph County,"143,351"
37153,NC,Richmond County,"44,887"
37155,NC,Robeson County,"131,831"
37157,NC,Rockingham County,"90,690"
37159,NC,Rowan County,"141,262"
37161,NC,Rutherford County,"66,826"
37163,NC,Sampson County,"63,626"
37165,NC,Scotland County,"34,810"
37167,NC,Stanly County,"62,075"
37169,NC,Stokes County,"45,467"
37171,NC,Surry County,"71,948"
37173,NC,Swain County,"14,245"
37175,NC,Transylvania County,"34,215"
37177,NC,Tyrrell County,"4,131"
37179,NC,Union County,"235,908"
37181,NC,Vance County,"44,582"
37183,NC,Wake County,"1,092,305"
37185,NC,Warren County,"19,807"
37187,NC,Washington County,"11,859"
37189,NC,Watauga County,"55,945"
37191,NC,Wayne County,"123,248"
37193,NC,Wilkes County,"68,557"
37195,NC,Wilson County,"81,455"
37197,NC,Yadkin County,"37,543"
37199,NC,Yancey County,"17,903"
38000,ND,North Dakota,"760,077"
38001,ND,Adams County,"2,294"
38003,ND,Barnes County,"10,542"
38005,ND,Benson County,"6,962"
38007,ND,Billings County,919
38009,ND,Bottineau County,"6,411"
38011,ND,Bowman County,"3,076"
38013,ND,Burke County,"2,100"
38015,ND,Burleigh County,"95,273"
38017,ND,Cass County,"181,516"
38019,ND,Cavalier County,"3,829"
38021,ND,Dickey County,"4,903"
38023,ND,Divide County,"2,283"
38025,ND,Dunn County,"4,332"
38027,ND,Eddy County,"2,313"
38029,ND,Emmons County,"3,295"
38031,ND,Foster County,"3,216"
38033,ND,Golden Valley County,"1,769"
38035,ND,Grand Forks County,"70,770"
38037,ND,Grant County,"2,374"
38039,ND,Griggs County,"2,232"
38041,ND,Hettinger County,"2,514"
38043,ND,Kidder County,"2,450"
38045,ND,LaMoure County,"4,062"
38047,ND,Logan County,"1,903"
38049,ND,McHenry County,"5,816"
38051,ND,McIntosh County,"2,585"
38053,ND,McKenzie County,"13,632"
38055,ND,McLean County,"9,541"
38057,ND,Mercer County,"8,267"
38059,ND,Morton County,"31,095"
38061,ND,Mountrail County,"10,218"
38063,ND,Nelson County,"2,869"
38065,ND,Oliver County,"1,952"
38067,ND,Pembina County,"6,947"
38069,ND,Pierce County,"4,081"
38071,ND,Ramsey County,"11,481"
38073,ND,Ransom County,"5,237"
38075,ND,Renville County,"2,374"
38077,ND,Richland County,"16,239"
38079,ND,Rolette County,"14,301"
38081,ND,Sargent County,"3,870"
38083,ND,Sheridan County,"1,349"
38085,ND,Sioux County,"4,358"
38087,ND,Slope County,763
38089,ND,Stark County,"30,997"
38091,ND,Steele County,"1,903"
38093,ND,Stutsman County,"20,917"
38095,ND,Towner County,"2,192"
38097,ND,Traill County,"8,037"
38099,ND,Walsh County,"10,667"
38101,ND,Ward County,"67,744"
38103,ND,Wells County,"3,957"
38105,ND,Williams County,"35,350"
39000,OH,Ohio,"11,689,442"
39001,OH,Adams County,"27,724"
39003,OH,Allen County,"102,663"
39005,OH,Ashland County,"53,745"
39007,OH,Ashtabula County,"97,493"
39009,OH,Athens County,"65,818"
39011,OH,Auglaize County,"45,804"
39013,OH,Belmont County,"67,505"
39015,OH,Brown County,"43,602"
39017,OH,Butler County,"382,378"
39019,OH,Carroll County,"27,081"
39021,OH,Champaign County,"38,754"
39023,OH,Clark County,"134,585"
39025,OH,Clermont County,"205,466"
39027,OH,Clinton County,"42,057"
39029,OH,Columbiana County,"102,665"
39031,OH,Coshocton County,"36,629"
39033,OH,Crawford County,"41,550"
39035,OH,Cuyahoga County,"1,243,857"
39037,OH,Darke County,"51,323"
39039,OH,Defiance County,"38,165"
39041,OH,Delaware County,"204,826"
39043,OH,Erie County,"74,615"
39045,OH,Fairfield County,"155,782"
39047,OH,Fayette County,"28,666"
39049,OH,Franklin County,"1,310,300"
39051,OH,Fulton County,"42,276"
39053,OH,Gallia County,"29,979"
39055,OH,Geauga County,"94,031"
39057,OH,Greene County,"167,995"
39059,OH,Guernsey County,"39,022"
39061,OH,Hamilton County,"816,684"
39063,OH,Hancock County,"75,930"
39065,OH,Hardin County,"31,480"
39067,OH,Harrison County,"15,174"
39069,OH,Henry County,"27,086"
39071,OH,Highland County,"43,058"
39073,OH,Hocking County,"28,385"
39075,OH,Holmes County,"43,892"
39077,OH,Huron County,"58,504"
39079,OH,Jackson County,"32,384"
39081,OH,Jefferson County,"65,767"
39083,OH,Knox County,"61,893"
39085,OH,Lake County,"230,514"
39087,OH,Lawrence County,"59,866"
39089,OH,Licking County,"175,769"
39091,OH,Logan County,"45,358"
39093,OH,Lorain County,"309,461"
39095,OH,Lucas County,"429,899"
39097,OH,Madison County,"44,413"
39099,OH,Mahoning County,"229,642"
39101,OH,Marion County,"65,256"
39103,OH,Medina County,"179,146"
39105,OH,Meigs County,"23,106"
39107,OH,Mercer County,"40,959"
39109,OH,Miami County,"106,222"
39111,OH,Monroe County,"13,790"
39113,OH,Montgomery County,"532,331"
39115,OH,Morgan County,"14,604"
39117,OH,Morrow County,"35,112"
39119,OH,Muskingum County,"86,183"
39121,OH,Noble County,"14,354"
39123,OH,Ottawa County,"40,769"
39125,OH,Paulding County,"18,760"
39127,OH,Perry County,"36,033"
39129,OH,Pickaway County,"58,086"
39131,OH,Pike County,"28,067"
39133,OH,Portage County,"162,927"
39135,OH,Preble County,"40,997"
39137,OH,Putnam County,"33,780"
39139,OH,Richland County,"121,099"
39141,OH,Ross County,"76,931"
39143,OH,Sandusky County,"58,799"
39145,OH,Scioto County,"75,502"
39147,OH,Seneca County,"55,207"
39149,OH,Shelby County,"48,627"
39151,OH,Stark County,"371,574"
39153,OH,Summit County,"541,918"
39155,OH,Trumbull County,"198,627"
39157,OH,Tuscarawas County,"92,176"
39159,OH,Union County,"57,835"
39161,OH,Van Wert County,"28,281"
39163,OH,Vinton County,"13,139"
39165,OH,Warren County,"232,173"
39167,OH,Washington County,"60,155"
39169,OH,Wayne County,"115,967"
39171,OH,Williams County,"36,804"
39173,OH,Wood County,"130,696"
39175,OH,Wyandot County,"21,935"
40000,OK,Oklahoma,"3,943,079"
40001,OK,Adair County,"22,082"
40003,OK,Alfalfa County,"5,754"
40005,OK,Atoka County,"13,838"
40007,OK,Beaver County,"5,319"
40009,OK,Beckham County,"21,709"
40011,OK,Blaine County,"9,485"
40013,OK,Bryan County,"47,192"
40015,OK,Caddo County,"28,977"
40017,OK,Canadian County,"144,447"
40019,OK,Carter County,"48,177"
40021,OK,Cherokee County,"48,675"
40023,OK,Choctaw County,"14,668"
40025,OK,Cimarron County,"2,153"
40027,OK,Cleveland County,"281,669"
40029,OK,Coal County,"5,520"
40031,OK,Comanche County,"120,422"
40033,OK,Cotton County,"5,776"
40035,OK,Craig County,"14,306"
40037,OK,Creek County,"71,604"
40039,OK,Custer County,"29,036"
40041,OK,Delaware County,"42,733"
40043,OK,Dewey County,"4,894"
40045,OK,Ellis County,"3,952"
40047,OK,Garfield County,"60,913"
40049,OK,Garvin County,"27,811"
40051,OK,Grady County,"55,551"
40053,OK,Grant County,"4,326"
40055,OK,Greer County,"5,821"
40057,OK,Harmon County,"2,664"
40059,OK,Harper County,"3,797"
40061,OK,Haskell County,"12,668"
40063,OK,Hughes County,"13,335"
40065,OK,Jackson County,"24,949"
40067,OK,Jefferson County,"6,123"
40069,OK,Johnston County,"10,949"
40071,OK,Kay County,"44,161"
40073,OK,Kingfisher County,"15,816"
40075,OK,Kiowa County,"8,729"
40077,OK,Latimer County,"10,231"
40079,OK,Le Flore County,"49,980"
40081,OK,Lincoln County,"34,920"
40083,OK,Logan County,"47,291"
40085,OK,Love County,"10,134"
40087,OK,McClain County,"39,985"
40089,OK,McCurtain County,"32,703"
40091,OK,McIntosh County,"19,815"
40093,OK,Major County,"7,644"
40095,OK,Marshall County,"16,806"
40097,OK,Mayes County,"41,107"
40099,OK,Murray County,"13,953"
40101,OK,Muskogee County,"68,362"
40103,OK,Noble County,"11,289"
40105,OK,Nowata County,"10,218"
40107,OK,Okfuskee County,"12,098"
40109,OK,Oklahoma County,"792,582"
40111,OK,Okmulgee County,"38,335"
40113,OK,Osage County,"47,014"
40115,OK,Ottawa County,"31,175"
40117,OK,Pawnee County,"16,390"
40119,OK,Payne County,"82,040"
40121,OK,Pittsburg County,"43,877"
40123,OK,Pontotoc County,"38,247"
40125,OK,Pottawatomie County,"72,679"
40127,OK,Pushmataha County,"11,179"
40129,OK,Roger Mills County,"3,656"
40131,OK,Rogers County,"91,984"
40133,OK,Seminole County,"24,578"
40135,OK,Sequoyah County,"41,179"
40137,OK,Stephens County,"43,265"
40139,OK,Texas County,"20,455"
40141,OK,Tillman County,"7,348"
40143,OK,Tulsa County,"648,360"
40145,OK,Wagoner County,"80,110"
40147,OK,Washington County,"51,843"
40149,OK,Washita County,"11,127"
40151,OK,Woods County,"8,897"
40153,OK,Woodward County,"20,222"
41000,OR,Oregon,"4,190,713"
41001,OR,Baker County,"16,006"
41003,OR,Benton County,"92,101"
41005,OR,Clackamas County,"416,075"
41007,OR,Clatsop County,"39,764"
41009,OR,Columbia County,"52,377"
41011,OR,Coos County,"64,389"
41013,OR,Crook County,"23,867"
41015,OR,Curry County,"22,813"
41017,OR,Deschutes County,"191,996"
41019,OR,Douglas County,"110,283"
41021,OR,Gilliam County,"1,894"
41023,OR,Grant County,"7,176"
41025,OR,Harney County,"7,329"
41027,OR,Hood River County,"23,428"
41029,OR,Jackson County,"219,564"
41031,OR,Jefferson County,"24,192"
41033,OR,Josephine County,"87,393"
41035,OR,Klamath County,"67,653"
41037,OR,Lake County,"7,879"
41039,OR,Lane County,"379,611"
41041,OR,Lincoln County,"49,388"
41043,OR,Linn County,"127,335"
41045,OR,Malheur County,"30,725"
41047,OR,Marion County,"346,868"
41049,OR,Morrow County,"11,372"
41051,OR,Multnomah County,"811,880"
41053,OR,Polk County,"85,234"
41055,OR,Sherman County,"1,708"
41057,OR,Tillamook County,"26,787"
41059,OR,Umatilla County,"77,516"
41061,OR,Union County,"26,461"
